C,FFGRL,FFQRH,RSSLOPE,RSXA,RPSTP, QTP,FFQRSD,RRR,RRPOST,FFRR2NDUR,TMA1mean,FMA2std,FMA2mean
0,225,80,189,108,1.4856,2.4275,3.5353,2.3071,-402.63,201.31,0.0027792,0.50406,0.50014
1,94.444,25,143,90,1.1174,1.9941,2.6067,1.7563,-115.85,57.927,0.040232,0.18923,0.16377
0,183.33,65,187,119,1.753,3.2218,3.9602,2.941,-451.02,225.51,0.0031513,0.45886,0.45441
1,83.333,24,146,94,1.1521,2.1257,2.5871,2.0844,-114.98,57.491,0.032143,0.20995,0.19133
1,194.44,49,172,120,0.95612,1.8484,2.2003,1.6041,-250.59,125.3,0.017005,0.2073,0.19819
1,86.111,24,143,90,0.95017,1.6705,2.2486,1.4846,-93.691,46.846,0.018664,0.1951,0.18544
1,86.111,23,145,94,0.96954,1.7403,2.3342,1.6213,-103.74,51.872,0.031018,0.20203,0.18543
1,83.333,24,146,94,0.99564,1.819,2.2867,1.6811,-101.63,50.815,0.021776,0.21652,0.20539
1,83.333,25,145,93,0.95271,1.7834,2.1225,1.5909,-100.23,50.114,0.019585,0.20274,0.19247
1,88.889,24,146,94,0.86675,1.5279,2.1115,1.4036,-93.846,46.923,0.021045,0.18969,0.17877
1,91.667,25,147,94,1.067,1.8915,2.5162,1.7702,-111.83,55.917,0.029377,0.21062,0.19458
1,83.333,24,145,93,1.1669,2.1569,2.6102,2.0272,-116.01,58.005,0.022951,0.22048,0.20868
1,200,51,173,119,1.2219,2.3635,2.721,2.1459,-309.89,154.95,0.011258,0.24386,0.23793
1,80.556,22,143,92,0.85325,1.558,1.9843,1.4748,-82.681,41.341,0.019514,0.20426,0.19488
0,197.22,50,175,120,1.3842,2.6654,3.0707,2.4683,-332.66,166.33,0.0043325,0.28377,0.28066
1,86.111,24,146,93,1.1693,2.0798,2.7057,1.963,-112.74,56.369,0.036771,0.20639,0.18477
0,188.89,67,189,121,1.6873,2.9289,4.0535,2.7148,-461.65,230.83,0.0031243,0.50807,0.50366
0,208.33,54,176,119,-0.42365,-0.87506,-0.75872,-0.67516,86.41,-43.205,6.70E-10,0.20416,0.20416
0,222.22,79,199,119,1.625,2.7775,3.7492,2.5682,-426.99,213.49,0.0025763,0.54711,0.54347
1,88.889,25,147,94,1.2336,2.2451,2.7879,2.1485,-123.91,61.954,0.042377,0.20695,0.18055
1,80.556,23,145,93,1.0757,1.9877,2.3967,1.7334,-99.863,49.932,0.023451,0.21785,0.20585
0,113.89,33,158,95,0.43345,0.62656,1.1214,0.49712,-52.955,26.477,5.46E-10,0.15894,0.15894
0,205.56,53,178,122,1.3827,2.6572,3.0815,2.4228,-350.95,175.48,0.014026,0.27769,0.26912
1,86.111,25,147,95,1.0934,2.028,2.4609,1.9436,-116.21,58.105,0.027108,0.22196,0.20787
0,197.22,50,177,124,1.2949,2.5085,2.8857,2.3131,-328.65,164.33,0.0057891,0.26662,0.2632
1,86.111,24,143,91,1.0026,1.8074,2.3501,1.7222,-104.45,52.225,0.021252,0.21782,0.20729
0,161.11,57,189,129,1.6025,3.0612,3.5254,2.898,-401.5,200.75,0.0044657,0.33348,0.32936
1,83.333,24,146,94,1.1146,2.0798,2.461,1.9567,-109.38,54.689,0.030986,0.20953,0.19267
0,227.78,61,180,119,1.3828,2.5538,3.1786,2.3719,-362,181,0.0019864,0.37272,0.36992
1,86.111,23,145,93,0.99121,1.7456,2.3774,1.5424,-99.057,49.528,0.041782,0.18958,0.16523
0,191.67,68,184,115,1.8097,3.2568,4.1421,2.8919,-471.74,235.87,0.0035188,0.53217,0.52721
1,86.111,25,147,95,1.0531,1.9622,2.3557,1.8848,-111.24,55.62,0.029807,0.2013,0.18415
0,186.11,46,168,116,1.0865,2.1029,2.4498,1.862,-258.59,129.3,0.014935,0.23645,0.22889
1,86.111,25,146,94,0.96142,1.7259,2.2967,1.5372,-108.46,54.228,0.026488,0.2075,0.19349
1,83.333,23,142,90,1.087,1.9734,2.4859,1.8565,-103.58,51.791,0.031033,0.2041,0.18804
1,86.111,24,145,93,1.0807,1.9887,2.4447,1.8123,-108.65,54.327,0.022849,0.20973,0.19785
1,86.111,24,142,89,1.1013,1.9965,2.4925,1.8237,-103.85,51.927,0.022923,0.20671,0.19496
1,86.111,25,145,93,0.85732,1.5065,2.1248,1.3873,-100.34,50.17,0.015586,0.20696,0.19907
1,86.111,24,146,94,1.033,1.8581,2.4267,1.7232,-107.86,53.928,0.033262,0.19919,0.18005
1,88.889,25,147,94,1.0679,1.9424,2.4312,1.7901,-108.05,54.027,0.029711,0.20165,0.18399
0,222.22,59,181,119,1.4308,2.6126,3.3996,2.4785,-387.18,193.59,0.0020247,0.36906,0.3662
1,91.667,24,168,116,0.97228,1.7144,2.3585,1.4788,-104.82,52.411,0.033994,0.18549,0.16445
0,225,80,194,113,1.6326,2.6888,3.8615,2.575,-439.78,219.89,0.002865,0.54426,0.54021
1,80.556,23,145,93,1.1367,2.1164,2.4962,2.007,-104.01,52.004,0.037184,0.19047,0.16772
1,88.889,25,143,90,1.0731,2.0103,2.339,1.7167,-103.96,51.978,0.023799,0.21107,0.19854
1,86.111,24,146,94,0.95091,1.684,2.294,1.5003,-101.96,50.978,0.022943,0.21167,0.2002
1,86.111,25,147,94,1.1671,2.1214,2.6494,1.9586,-117.75,58.875,0.029376,0.21733,0.20109
1,86.111,25,147,94,1.1206,2.1056,2.4273,1.9267,-107.88,53.94,0.023291,0.20735,0.19525
1,83.333,22,143,92,1.1248,2.1834,2.3087,1.7309,-96.197,48.098,0.030243,0.20387,0.18808
1,86.111,24,144,92,0.99128,1.7649,2.3689,1.6072,-105.28,52.642,0.021884,0.20659,0.19542
0,169.44,60,182,123,1.5166,2.803,3.4985,2.6398,-398.44,199.22,0.0023274,0.37501,0.37172
1,80.556,24,142,90,1.105,2.081,2.4033,2.0129,-106.81,53.407,0.024458,0.21892,0.20656
0,213.89,56,178,119,1.3941,2.6344,3.1714,2.4767,-361.19,180.6,0.0015547,0.31754,0.31535
1,88.889,25,143,91,1.081,1.9615,2.5253,1.8725,-119.25,59.625,0.031707,0.20541,0.18737
0,191.67,68,186,118,1.7836,3.1958,4.1047,2.8532,-467.48,233.74,0.0034389,0.51475,0.50989
1,83.333,25,145,92,1.1535,2.1736,2.4843,2.1439,-110.41,55.206,0.02228,0.21448,0.20306
0,194.44,49,171,119,1.1622,2.2526,2.6249,2.0328,-298.95,149.47,0.0079726,0.25667,0.25257
1,91.667,26,148,94,0.77983,1.3648,1.8556,1.2537,-82.472,41.236,0.0023429,0.19566,0.19383
1,86.111,24,146,94,0.99059,1.797,2.301,1.6926,-102.27,51.134,0.032168,0.20634,0.18916
1,83.333,23,144,92,1.2377,2.2395,2.8248,2.1722,-117.7,58.85,0.030942,0.22607,0.20996
0,100,29,151,94,0.44456,0.72941,1.0839,0.5366,-48.175,24.088,3.65E-10,0.14858,0.14858
1,83.333,25,142,90,1.0437,1.9741,2.2739,1.7263,-107.38,53.689,0.016524,0.23078,0.22238
1,86.111,25,146,93,1.1109,2.0203,2.5253,1.901,-112.23,56.117,0.024024,0.21932,0.20712
1,83.333,23,143,91,1.1243,2.0418,2.5659,1.9339,-106.91,53.457,0.03524,0.2108,0.19109
0,197.22,50,175,122,1.3035,2.5288,2.8881,2.313,-328.92,164.46,0.013516,0.26377,0.25653
0,216.67,57,179,119,-0.6125,-1.1079,-1.522,-1.2317,173.33,-86.667,5.60E-10,0.31379,0.31379
0,191.67,68,188,119,1.662,3.0229,3.7596,2.598,-428.17,214.09,0.0031615,0.50551,0.50105
1,88.889,25,147,94,1.1199,2.0648,2.4951,2.0053,-110.89,55.446,0.045633,0.18689,0.15602
0,175,62,189,124,1.6486,3.0291,3.7873,2.7899,-431.33,215.66,0.0024102,0.42957,0.42617
1,88.889,24,144,92,0.99817,1.7634,2.4121,1.5504,-107.2,53.601,0.038447,0.19535,0.17238
0,197.22,50,178,125,1.3631,2.6583,2.9529,2.416,-336.31,168.15,0.018808,0.26078,0.25023
1,83.333,24,144,92,0.99896,1.8372,2.2701,1.6433,-100.89,50.446,0.027686,0.20339,0.18829
1,83.333,23,141,89,0.89427,1.6322,2.0455,1.528,-85.23,42.615,0.018588,0.19094,0.18189
1,88.889,25,146,93,1.1405,2.0511,2.6306,1.8651,-116.92,58.458,0.028061,0.22062,0.2061
1,80.556,23,143,92,0.91092,1.6641,2.1337,1.5521,-94.83,47.415,0.026761,0.19457,0.18057
1,86.111,24,145,93,0.90826,1.6525,2.107,1.5021,-93.644,46.822,0.015241,0.21227,0.2046
1,91.667,24,146,94,0.98313,1.725,2.4007,1.4831,-106.7,53.348,0.02213,0.20075,0.18918
1,86.111,24,144,92,1.0578,1.9194,2.449,1.816,-108.85,54.423,0.027692,0.20678,0.19204
0,202.78,52,180,125,1.3316,2.5604,2.9902,2.3362,-340.55,170.28,0.0045045,0.27447,0.27125
1,86.111,24,140,88,0.8378,1.4696,2.0575,1.4398,-91.445,45.723,0.008196,0.21876,0.21465
1,86.111,23,143,91,1.1088,1.9945,2.5683,1.8652,-107.01,53.506,0.024067,0.21975,0.20799
1,86.111,25,147,94,1.1566,2.1585,2.5274,2.0169,-112.33,56.165,0.024922,0.21576,0.20291
0,200,51,173,119,1.2594,2.462,2.6981,2.2899,-307.28,153.64,0.0024485,0.25131,0.24935
1,88.889,24,143,90,1.0834,1.908,2.547,1.7738,-106.13,53.063,0.029648,0.2056,0.19002
0,158.33,56,186,127,1.402,2.6503,3.1867,2.406,-362.93,181.46,0.0020385,0.31571,0.31291
1,80.556,23,142,91,1.0036,1.8587,2.2833,1.7574,-101.48,50.74,0.021755,0.21091,0.20002
0,180.56,64,192,128,1.596,2.9296,3.634,2.799,-413.87,206.94,0.0025186,0.44789,0.44434
0,80.556,23,171,121,0.92029,1.6459,2.166,1.6543,-90.249,45.125,0.010409,0.24809,0.24024
1,86.111,26,146,95,1.1688,2.1912,2.5526,2.0196,-120.54,60.269,0.028272,0.21372,0.19831
1,83.333,24,144,92,1.085,2.0172,2.4136,1.8215,-107.27,53.635,0.018369,0.21573,0.20646
1,144.44,45,165,94,1.1694,1.9854,2.5251,1.8996,-112.23,56.114,0.033793,0.20958,0.19138
1,86.111,25,147,94,1.1307,2.0728,2.5396,1.9015,-112.87,56.435,0.027246,0.21702,0.20272
1,80.556,23,144,92,1.0761,2.0112,2.3553,1.8115,-98.139,49.069,0.021418,0.21929,0.20869
1,83.333,24,146,93,1.0252,1.9039,2.2514,1.7127,-93.81,46.905,0.018747,0.21506,0.20592
1,86.111,24,141,88,1.1518,2.0741,2.6248,1.9427,-109.37,54.684,0.03072,0.21856,0.20321
1,86.111,25,146,93,1.154,2.1723,2.4896,1.9534,-110.65,55.324,0.024377,0.21115,0.19851
0,194.44,49,171,119,1.1666,2.2717,2.5811,2.0753,-293.95,146.98,0.010386,0.26143,0.25626
1,88.889,25,146,94,0.94695,1.7109,2.2401,1.5888,-105.78,52.891,0.024033,0.20958,0.19731
0,225,80,190,109,1.6417,2.9264,3.6478,2.7418,-415.44,207.72,0.0027519,0.57455,0.57066
1,83.333,24,146,94,1.1237,2.1058,2.4623,2.0852,-109.43,54.717,0.029685,0.2113,0.1951
1,80.556,24,146,94,1.0523,1.9828,2.2921,1.7325,-101.87,50.936,0.011407,0.2414,0.23547
1,86.111,23,145,93,0.97071,1.7085,2.3319,1.4869,-97.16,48.58,0.02544,0.20094,0.18787
1,88.889,25,147,95,1.0625,1.9422,2.4545,1.8326,-115.91,57.954,0.032813,0.21539,0.19694
1,80.556,23,144,92,1.0422,1.9386,2.3023,1.7287,-95.928,47.964,0.024554,0.21183,0.19933
1,86.111,24,146,94,0.90673,1.6435,2.1158,1.5169,-94.036,47.018,0.019056,0.20475,0.19506
1,86.111,24,145,93,1.0836,1.9387,2.5606,1.8126,-113.8,56.902,0.027061,0.21268,0.19871
1,80.556,23,145,93,1.0685,1.9775,2.3759,1.8065,-98.997,49.499,0.026561,0.20974,0.19615
1,83.333,25,147,95,0.9832,1.8485,2.1709,1.6139,-102.52,51.258,0.010401,0.22887,0.22336
1,86.111,24,144,92,1.0124,1.8184,2.3858,1.5903,-106.03,53.017,0.022039,0.2025,0.19094
1,83.333,24,146,94,1.0702,1.9494,2.4617,1.7636,-109.41,54.704,0.028053,0.20847,0.1938
1,83.333,25,146,93,1.0413,1.9555,2.2641,1.711,-100.62,50.312,0.023,0.20018,0.18753
1,88.889,25,147,95,0.90312,1.6015,2.2039,1.4347,-104.07,52.036,0.02225,0.19717,0.18541
0,177.78,63,183,119,1.6489,3.0324,3.7618,2.786,-428.43,214.21,0.0027635,0.44023,0.43633
1,83.333,24,146,94,1.0926,2.0299,2.4321,1.9685,-108.09,54.047,0.02866,0.20353,0.188
1,83.333,25,147,94,1.0101,1.8901,2.2106,1.6231,-98.248,49.124,0.009078,0.22983,0.22498
1,88.889,25,145,92,1.0687,1.9045,2.5024,1.6868,-111.22,55.608,0.020457,0.21619,0.20576
0,144.44,51,183,129,1.386,2.6687,3.12,2.4478,-355.34,177.67,0.0066708,0.26751,0.26302
1,83.333,24,143,90,1.0892,2.0162,2.3971,1.8904,-99.88,49.94,0.015079,0.22263,0.21516
0,183.33,45,169,116,1.1143,2.1891,2.3424,1.9434,-234.24,117.12,0.010855,0.23219,0.22705
1,88.889,25,147,95,0.96633,1.7424,2.2917,1.6085,-108.22,54.11,0.017006,0.21404,0.20555
0,83.333,23,173,123,1.1159,2.0886,2.4326,1.8402,-101.36,50.68,0.026586,0.21074,0.19738
1,80.556,23,145,94,0.96904,1.8048,2.1857,1.7537,-97.142,48.571,0.04052,0.18536,0.16117
0,180.56,64,180,122,1.6956,3.1241,3.8371,2.9256,-437,218.5,0.0026526,0.45474,0.451
1,83.333,24,143,91,1.0385,1.861,2.4532,1.8011,-109.03,54.517,0.03315,0.21542,0.19811
0,219.44,58,181,122,1.5388,2.8985,3.4702,2.6257,-395.22,197.61,0.001886,0.34675,0.34409
1,138.89,44,167,94,1.203,2.1739,2.528,2.1045,-112.35,56.177,0.013328,0.24433,0.23801
0,88.889,26,148,95,1.0669,1.9811,2.3746,1.8751,-112.13,56.066,0.017631,0.22422,0.21546
1,86.111,24,146,93,1.0366,1.8506,2.399,1.7868,-99.96,49.98,0.025526,0.21739,0.20458
1,86.111,25,147,94,1.2337,2.3257,2.6466,2.1886,-117.62,58.812,0.017662,0.24138,0.23273
1,83.333,24,150,98,1.0604,1.9887,2.3275,1.8144,-103.44,51.721,0.022424,0.23493,0.2242
1,83.333,23,142,90,1.0331,1.8473,2.4212,1.7475,-100.88,50.441,0.030185,0.2098,0.19432
1,86.111,24,146,93,1.1129,2.0365,2.4862,1.9306,-103.59,51.795,0.030671,0.21373,0.19748
1,77.778,22,143,92,0.97266,1.8331,2.1286,1.6293,-88.692,44.346,0.025509,0.21068,0.19801
1,88.889,26,146,93,1.0286,1.9439,2.2289,1.7922,-105.26,52.628,0.021475,0.22372,0.21307
1,88.889,25,147,94,1.035,1.8704,2.3802,1.7692,-105.78,52.892,0.027755,0.22148,0.20736
1,86.111,25,147,94,1.3319,2.4867,2.8878,2.3955,-128.35,64.173,0.035126,0.23402,0.21482
1,77.778,23,152,100,1.1801,2.2141,2.5549,2.0456,-106.45,53.227,0.025314,0.23156,0.21888
1,88.889,25,141,88,1.2288,2.2419,2.768,2.1458,-123.02,61.511,0.030338,0.23772,0.22224
1,86.111,24,146,93,1.2897,2.3672,2.8486,2.2775,-118.69,59.345,0.031345,0.23112,0.21459
1,83.333,24,145,93,1.2521,2.3633,2.6935,2.1767,-119.71,59.856,0.027412,0.2267,0.21136
0,258.33,72,204,125,1.8492,3.2843,4.2232,3.1415,-480.97,240.49,0.0032519,0.50261,0.49802
1,86.111,24,141,88,1.0534,1.8726,2.4498,1.7776,-102.08,51.038,0.032485,0.212,0.1944
1,88.889,25,147,95,1.1911,2.2034,2.6808,2.1274,-126.59,63.295,0.037671,0.22893,0.20765
1,80.556,22,141,90,1.0038,1.8421,2.2977,1.7047,-95.736,47.868,0.028689,0.218,0.20364
1,194.44,49,171,119,1.0533,2.0402,2.3956,1.8671,-272.83,136.41,0.016162,0.23859,0.23061
1,194.44,49,174,122,1.0708,2.0755,2.4268,1.888,-276.39,138.2,0.0169,0.23966,0.23146
1,86.111,24,141,89,1.0806,1.9792,2.4632,1.8171,-109.47,54.737,0.024296,0.21461,0.20205
1,88.889,25,147,94,1.1272,2.0417,2.5757,1.9434,-114.48,57.239,0.036834,0.21161,0.19057
1,86.111,24,145,93,1.0716,1.9564,2.4562,1.7514,-109.17,54.583,0.033474,0.212,0.19409
1,86.111,24,146,94,1.0284,1.921,2.2752,1.6954,-101.12,50.561,0.022607,0.21869,0.20709
1,80.556,23,145,93,1.0502,1.9722,2.2841,1.7436,-95.169,47.585,0.025818,0.20158,0.18806
1,86.111,24,145,94,0.95376,1.7066,2.3387,1.5934,-110.44,55.22,0.023276,0.21196,0.20003
1,86.111,24,146,93,1.1093,1.9891,2.5464,1.8708,-106.1,53.051,0.026035,0.21779,0.20487
1,83.333,24,146,94,1.1208,2.0984,2.4604,1.911,-109.35,54.675,0.019025,0.22022,0.21063
0,211.11,55,179,121,1.3944,2.6386,3.1863,2.4502,-362.88,181.44,0.0016584,0.32704,0.32471
1,94.444,26,146,93,0.99408,1.775,2.3514,1.6733,-111.04,55.518,0.021616,0.21212,0.20094
1,83.333,23,145,93,1.1464,2.0501,2.673,1.9676,-111.38,55.688,0.027737,0.2155,0.20127
1,83.333,24,144,91,1.146,2.1092,2.5367,1.9365,-105.69,52.847,0.021406,0.22223,0.21143
0,227.78,61,185,121,1.6196,2.9608,3.7751,2.8215,-429.94,214.97,0.0023968,0.44002,0.43664
1,86.111,24,141,89,1.0553,1.8953,2.4827,1.8287,-110.34,55.172,0.029181,0.20936,0.19422
1,83.333,23,145,93,1.0841,1.948,2.5174,1.7808,-104.89,52.445,0.030834,0.21027,0.19375
1,80.556,23,143,91,0.9864,1.8343,2.1849,1.6576,-91.036,45.518,0.021338,0.21834,0.20791
1,144.44,45,163,90,1.1173,2.0302,2.339,1.8731,-103.95,51.977,0.015327,0.22366,0.21632
1,88.889,25,145,92,1.1697,2.105,2.6926,2.0339,-119.67,59.837,0.027477,0.22013,0.20588
1,86.111,24,144,92,1.1495,2.1028,2.6172,1.9167,-116.32,58.159,0.027457,0.22084,0.20645
1,83.333,25,145,93,1.0654,2.0229,2.3029,1.8845,-108.75,54.375,0.014752,0.24061,0.23359
1,86.111,24,146,94,1.0272,1.9267,2.2572,1.7297,-100.32,50.16,0.022684,0.21694,0.20558
1,86.111,23,144,93,1.0865,1.9538,2.592,1.8708,-115.2,57.599,0.030598,0.22237,0.20675
1,86.111,24,146,94,1.075,1.9497,2.4892,1.7923,-110.63,55.315,0.035075,0.21875,0.19957
1,83.333,25,147,95,1.0298,1.9471,2.2465,1.7319,-106.08,53.042,0.024393,0.21494,0.20204
0,200,51,173,119,1.3946,2.6879,3.1283,2.5086,-356.27,178.14,0.0028541,0.29596,0.29349
1,91.667,25,144,92,1.0187,1.8232,2.4394,1.6513,-115.2,57.598,0.030931,0.21429,0.19754
0,225,80,198,116,1.6269,2.8723,3.6443,2.7068,-415.05,207.52,0.0029187,0.58158,0.57746
1,83.333,24,146,94,1.1694,2.1755,2.5886,2.1117,-115.05,57.524,0.030264,0.21843,0.20216
0,86.111,20,172,123,0.85182,1.4052,2.5164,1.2246,-104.85,52.425,0.015185,0.2404,0.23389
0,208.33,54,174,119,-1.046,-2.07,-2.143,-1.7724,244.07,-122.03,0.0014519,0.41525,0.41319
1,88.889,24,146,94,1.1567,2.0912,2.6817,2.0102,-119.18,59.592,0.061863,0.17204,0.12825
1,86.111,25,147,94,1.0813,1.9883,2.4221,1.6035,-107.65,53.824,0.035861,0.19488,0.17336
1,86.111,26,151,98,1.1876,2.2495,2.5487,1.9768,-120.36,60.178,0.015256,0.22883,0.22101
1,83.333,23,144,93,0.96732,1.7187,2.3691,1.5328,-105.29,52.647,0.022046,0.21777,0.20677
1,88.889,24,146,94,1.1385,2.0593,2.6396,1.9737,-117.32,58.658,0.035042,0.21803,0.19824
1,83.333,24,142,91,0.98742,1.8394,2.2436,1.6419,-105.95,52.975,0.019653,0.2154,0.20539
1,144.44,45,169,92,0.9132,1.6301,1.9302,1.5006,-85.789,42.894,0.015951,0.20455,0.19701
1,88.889,24,146,94,0.95864,1.6752,2.3569,1.5307,-104.75,52.375,0.023587,0.21902,0.20708
1,86.111,25,147,94,1.144,2.0761,2.6053,1.9899,-115.79,57.895,0.027044,0.21333,0.19869
1,83.333,25,145,92,1.1458,2.1349,2.5111,1.9338,-111.6,55.802,0.01508,0.23352,0.22606
1,83.333,24,146,94,0.98204,1.8339,2.178,1.6328,-96.798,48.399,0.019099,0.21092,0.20133
1,86.111,24,143,91,0.91669,1.6151,2.2309,1.432,-99.15,49.575,0.021708,0.2104,0.19971
1,80.556,23,145,94,0.95275,1.7352,2.2392,1.4974,-99.522,49.761,0.027464,0.21044,0.1965
1,86.111,25,146,93,0.97853,1.8228,2.1585,1.5937,-95.934,47.967,0.017684,0.21755,0.20865
1,141.67,44,157,84,0.99445,1.7815,2.0902,1.6716,-87.093,43.546,0.01425,0.20856,0.20205
1,88.889,25,147,95,1.0242,1.8359,2.4461,1.7032,-115.51,57.755,0.022625,0.22459,0.21318
1,83.333,24,146,94,1.1066,2.044,2.4853,1.9003,-110.46,55.23,0.026303,0.21976,0.2061
1,86.111,25,147,94,1.0097,1.8753,2.2345,1.6818,-99.313,49.657,0.013334,0.22771,0.22103
1,88.889,25,146,94,0.9778,1.7542,2.3367,1.6596,-110.35,55.173,0.019898,0.21976,0.20987
1,83.333,23,145,93,1.131,2.0485,2.5909,1.8588,-107.96,53.978,0.02652,0.21971,0.20655
1,83.333,25,147,94,1.1435,2.1395,2.4907,2.0222,-110.7,55.348,0.011158,0.24248,0.23702
1,91.667,26,148,94,1.115,2.0098,2.5366,1.9329,-112.74,56.369,0.021084,0.22156,0.21106
1,91.667,26,148,95,1.0868,1.976,2.4959,1.8163,-117.86,58.931,0.02737,0.22705,0.21257
1,83.333,24,142,89,1.1618,2.1691,2.5189,1.9973,-104.95,52.477,0.018695,0.23516,0.22615
1,88.889,25,143,90,1.0541,1.928,2.382,1.8016,-105.87,52.934,0.020855,0.21329,0.20308
1,86.111,23,142,90,1.0378,1.847,2.4483,1.7546,-102.01,51.007,0.029163,0.21463,0.19994
1,80.556,23,145,94,1.0036,1.879,2.2375,1.7198,-99.445,49.723,0.024941,0.21181,0.19922
1,88.889,25,143,90,1.0133,1.8595,2.2823,1.7253,-101.44,50.718,0.021369,0.22499,0.2146
1,83.333,23,139,88,0.94042,1.6899,2.2632,1.5803,-100.59,50.294,0.029207,0.21821,0.20364
1,86.111,25,147,94,1.2436,2.3205,2.7089,2.1444,-120.39,60.197,0.027091,0.226,0.21179
1,86.111,24,144,91,1.1449,2.1014,2.5439,1.9223,-106,52.998,0.021293,0.22347,0.21284
1,91.667,26,141,87,1.0356,1.8785,2.343,1.7551,-104.13,52.067,0.01809,0.21642,0.2073
1,86.111,24,143,90,1.1508,2.0611,2.6412,1.9517,-110.05,55.025,0.029806,0.21797,0.20305
1,83.333,24,144,92,1.1361,2.092,2.5611,1.9506,-113.83,56.913,0.028739,0.22513,0.21039
1,80.556,23,145,93,1.1372,2.1009,2.5274,1.9345,-105.31,52.655,0.021197,0.22131,0.21063
1,88.889,25,146,93,1.0914,1.9439,2.5554,1.7951,-113.57,56.786,0.016188,0.21999,0.21174
1,83.333,24,146,94,1.0584,1.9602,2.372,1.7623,-105.42,52.712,0.02975,0.20527,0.1887
1,88.889,25,142,89,1.0274,1.8284,2.4137,1.6451,-107.28,53.638,0.021118,0.21211,0.20114
1,91.667,25,147,94,1.1777,2.1153,2.7173,2.0051,-120.77,60.384,0.030163,0.22104,0.20456
1,80.556,23,139,87,1.0569,1.9324,2.3952,1.6742,-99.801,49.901,0.026244,0.21083,0.19731
1,86.111,24,143,91,1.0305,1.8407,2.4468,1.7231,-108.75,54.373,0.022238,0.21574,0.20438
1,86.111,24,145,93,1.0843,1.9514,2.5397,1.8489,-112.88,56.439,0.026584,0.21692,0.2031
1,86.111,24,145,93,1.0103,1.8331,2.3443,1.6809,-104.19,52.096,0.023164,0.21885,0.207
1,83.333,24,145,93,0.99338,1.8633,2.1859,1.6404,-97.15,48.575,0.013737,0.22325,0.21641
1,83.333,23,142,90,0.95529,1.6769,2.3046,1.5256,-96.026,48.013,0.020142,0.20283,0.19269
1,88.889,25,147,94,1.1923,2.1441,2.7451,2.0532,-122,61.002,0.027668,0.21819,0.20325
1,83.333,24,143,91,1.0452,1.9197,2.3752,1.7933,-105.56,52.782,0.019934,0.21799,0.20809
1,86.111,24,142,90,0.90491,1.6871,2.0185,1.4719,-89.713,44.856,0.022032,0.19968,0.18835
1,86.111,24,141,89,1.0838,1.9648,2.5104,1.8081,-111.57,55.787,0.020738,0.21756,0.20733
1,83.333,24,145,93,1.0186,1.8502,2.3587,1.718,-104.83,52.416,0.021232,0.21285,0.20213
1,83.333,24,144,91,1.0988,2.0355,2.4147,1.873,-100.61,50.306,0.019584,0.22114,0.2113
1,88.889,24,144,92,0.97982,1.7615,2.3086,1.5855,-102.6,51.302,0.028381,0.20128,0.18618
1,86.111,24,142,90,1.0682,1.9288,2.4908,1.8551,-110.7,55.351,0.026508,0.22251,0.2094
1,83.333,24,144,92,1.0574,1.9671,2.3522,1.811,-104.54,52.271,0.018346,0.2203,0.21118
1,83.333,23,143,91,1.019,1.9156,2.2155,1.7687,-92.312,46.156,0.020849,0.2107,0.20075
1,86.111,24,141,89,1.057,1.9081,2.4672,1.8275,-109.66,54.828,0.026596,0.22391,0.21079
1,88.889,25,147,94,1.2572,2.317,2.7879,2.1349,-123.9,61.952,0.026882,0.23527,0.22147
1,80.556,24,143,91,1.1324,2.1415,2.4424,1.9929,-108.55,54.274,0.015837,0.23172,0.22418
1,133.33,40,157,89,1.1599,2.031,2.5007,1.9592,-111.14,55.571,0.01749,0.21916,0.21059
1,88.889,24,146,94,1.1236,2.0477,2.5766,1.9512,-114.52,57.258,0.034368,0.20634,0.18684
1,83.333,24,145,93,1.0859,2.0164,2.4201,1.8636,-107.56,53.779,0.026302,0.21426,0.20054
1,86.111,25,147,94,1.0154,1.9128,2.1991,1.6983,-97.739,48.869,0.014579,0.22455,0.21731
1,88.889,25,145,92,1.005,1.7987,2.3448,1.702,-104.21,52.106,0.024764,0.21692,0.20474
1,86.111,23,145,94,1.0077,1.8169,2.403,1.6997,-106.8,53.401,0.0318,0.21029,0.19365
1,86.111,25,147,94,1.1751,2.1977,2.5579,2.036,-113.68,56.842,0.026001,0.22012,0.20633
1,88.889,25,146,93,1.1282,2.1137,2.4539,1.9,-109.06,54.532,0.021131,0.21709,0.20649
1,88.889,25,143,90,1.1652,2.0912,2.6927,1.9912,-119.68,59.838,0.023041,0.22571,0.21434
1,88.889,25,147,94,1.1903,2.1731,2.6829,2.0494,-119.24,59.62,0.030456,0.21998,0.20304
1,80.556,23,140,88,1.0639,1.9984,2.3116,1.7671,-96.315,48.158,0.02391,0.20844,0.19609
1,83.333,24,143,91,0.9819,1.8412,2.1628,1.6095,-96.124,48.062,0.019559,0.21334,0.20361
1,88.889,25,147,94,0.97349,1.7428,2.2728,1.6363,-101.01,50.507,0.017461,0.21396,0.20526
1,83.333,23,142,90,1.1539,2.0812,2.6565,1.9434,-110.69,55.343,0.030564,0.21798,0.20258
1,88.889,26,148,95,1.103,2.0575,2.4343,1.8759,-114.95,57.477,0.023416,0.21648,0.20394
